PathId,ONode,DNode,NumberOfArcs,Length,Gravity,ArcGisObjectId,WGravity,GravityIJ,GravityJI,WGravityIJ,WGravityJI,RT_Wh
89,3,59,26,235737,0.024186451,3,59,0,0,0,0,235737
90,3,63,27,341801,0.000244175,3,63,0,0,0,0,341801
91,3,64,31,443828,4.08773E-05,3,64,0,0,0,0,443828
92,3,69,20,565378,1.48889E-05,3,69,0,0,0,0,565378
93,3,71,7,160194,0.043271584,3,71,0,0,0,0,160194
94,3,79,19,351499,0.002127691,3,79,0,0,0,0,351499
95,3,82,4,49612,8.999818694,3,82,0,0,0,0,49612
96,3,88,26,283572,0.023207348,3,88,0,0,0,0,283572
97,3,93,10,122629,0.916735836,3,93,0,0,0,0,122629
98,3,98,13,260012,0.020962611,3,98,0,0,0,0,260012
99,3,101,17,312690,0.005570474,3,101,0,0,0,0,312690
100,3,107,16,286687,0.025360837,3,107,0,0,0,0,286687
101,3,109,14,281870,0.010932737,3,109,0,0,0,0,281870
102,3,110,2,44798,0.320830452,3,110,0,0,0,0,44798
103,3,117,10,200937,0.024804388,3,117,0,0,0,0,200937
104,3,118,4,95031,0.667690936,3,118,0,0,0,0,95031
105,3,124,2,30716,2.228900448,3,124,0,0,0,0,30716
106,3,145,19,201806,0.046143521,3,145,0,0,0,0,201806
107,3,147,6,142316,0.022846456,3,147,0,0,0,0,142316
108,3,149,17,251073,0.030397001,3,149,0,0,0,0,251073
109,3,153,18,305407,0.003808133,3,153,0,0,0,0,305407
110,3,158,8,137783,0.033142062,3,158,0,0,0,0,137783
111,3,161,7,130161,0.324899956,3,161,0,0,0,0,130161
112,3,162,11,180371,0.020848628,3,162,0,0,0,0,180371
113,3,169,16,177083,0.211723094,3,169,0,0,0,0,177083
114,3,176,13,234276,0.014101822,3,176,0,0,0,0,234276
115,3,183,18,202214,0.218448264,3,183,0,0,0,0,202214
116,3,197,22,225409,0.010526334,3,197,0,0,0,0,225409
117,3,203,16,217556,0.03150202,3,203,0,0,0,0,217556
118,3,209,18,321729,0.00897708,3,209,0,0,0,0,321729
119,3,217,19,334342,0.003405964,3,217,0,0,0,0,334342
120,3,223,21,364638,0.001140168,3,223,0,0,0,0,364638
121,3,232,24,406310,0.000735625,3,232,0,0,0,0,406310
122,3,238,26,450722,3.8213E-05,3,238,0,0,0,0,450722
123,3,240,23,475597,0.000228068,3,240,0,0,0,0,475597
124,3,241,26,425656,0.001042399,3,241,0,0,0,0,425656
125,3,242,27,449763,0.000558712,3,242,0,0,0,0,449763
126,3,248,29,476925,0.000398666,3,248,0,0,0,0,476925
127,3,250,25,537586,3.28692E-05,3,250,0,0,0,0,537586
128,3,256,31,488323,0.000232862,3,256,0,0,0,0,488323
129,3,257,33,502388,0.000250854,3,257,0,0,0,0,502388
130,3,266,36,525808,0.000176034,3,266,0,0,0,0,525808
131,3,270,37,523890,0.000219793,3,270,0,0,0,0,523890
132,3,273,38,560577,5.80669E-05,3,273,0,0,0,0,560577
133,3,276,19,565529,1.24171E-05,3,276,0,0,0,0,565529
134,3,277,20,470181,7.54681E-05,3,277,0,0,0,0,470181
135,3,282,16,369572,0.000143632,3,282,0,0,0,0,369572
136,3,285,15,391162,0.000236942,3,285,0,0,0,0,391162
137,3,292,12,292279,0.010222271,3,292,0,0,0,0,292279
138,3,294,20,605294,1.23536E-05,3,294,0,0,0,0,605294
139,3,295,4,82384,0.297638925,3,295,0,0,0,0,82384
140,3,296,39,702230,1.94287E-07,3,296,0,0,0,0,702230
141,3,297,17,480181,5.61394E-05,3,297,0,0,0,0,480181
142,3,298,8,210545,0.005401205,3,298,0,0,0,0,210545
143,3,299,6,75932,0.305094177,3,299,0,0,0,0,75932
144,3,300,12,187642,0.037030387,3,300,0,0,0,0,187642
145,3,301,22,372832,0.00157062,3,301,0,0,0,0,372832
146,6,7,7,179504,0.001091598,6,7,0,0,0,0,179504
147,6,9,7,136453,0.004262121,6,9,0,0,0,0,136453
148,6,10,5,82489,0.031483397,6,10,0,0,0,0,82489
149,6,11,3,112056,0.00730913,6,11,0,0,0,0,112056
150,6,13,9,256468,0.000838074,6,13,0,0,0,0,256468
151,6,14,9,209179,0.005957457,6,14,0,0,0,0,209179
152,6,19,15,329858,0.000316271,6,19,0,0,0,0,329858
153,6,27,32,604631,4.84756E-07,6,27,0,0,0,0,604631
154,6,37,20,406986,0.000229667,6,37,0,0,0,0,406986
155,6,46,5,133971,0.009966991,6,46,0,0,0,0,133971
156,6,50,28,629934,1.26575E-06,6,50,0,0,0,0,629934
157,6,53,28,610145,3.67414E-07,6,53,0,0,0,0,610145
158,6,54,26,553757,2.7181E-06,6,54,0,0,0,0,553757
159,6,55,11,251986,0.000512347,6,55,0,0,0,0,251986
160,6,59,30,469017,5.45081E-05,6,59,0,0,0,0,469017
161,6,63,23,533954,1.07916E-06,6,63,0,0,0,0,533954
162,6,64,35,677108,9.42581E-08,6,64,0,0,0,0,677108
163,6,69,7,232934,0.008926721,6,69,0,0,0,0,232934
164,6,71,6,172250,0.012073708,6,71,0,0,0,0,172250
165,6,79,25,543263,1.5895E-05,6,79,0,0,0,0,543263
166,6,82,13,299964,0.011078394,6,82,0,0,0,0,299964
167,6,88,20,461141,0.00013567,6,88,0,0,0,0,461141
168,6,93,23,446160,0.000234649,6,93,0,0,0,0,446160
169,6,98,19,451776,0.000154933,6,98,0,0,0,0,451776
170,6,101,23,504454,4.14774E-05,6,101,0,0,0,0,504454
171,6,107,22,478451,0.000188085,6,107,0,0,0,0,478451
172,6,109,20,473634,8.10139E-05,6,109,0,0,0,0,473634
173,6,110,12,268278,0.000585108,6,110,0,0,0,0,268278
174,6,117,16,392701,0.000181551,6,117,0,0,0,0,392701
175,6,118,13,277883,0.004682239,6,118,0,0,0,0,277883
176,6,124,15,354247,0.000508136,6,124,0,0,0,0,354247
177,6,145,23,451507,7.16901E-05,6,145,0,0,0,0,451507
178,6,147,9,240312,0.000965071,6,147,0,0,0,0,240312
179,6,149,32,550380,1.39406E-05,6,149,0,0,0,0,550380
180,6,153,33,604714,1.7659E-06,6,153,0,0,0,0,604714
181,6,158,15,305163,0.000395474,6,158,0,0,0,0,305163
182,6,161,15,330959,0.001787871,6,161,0,0,0,0,330959
183,6,162,17,372135,0.000151629,6,162,0,0,0,0,372135
184,6,169,29,489850,7.12938E-05,6,169,0,0,0,0,489850
185,6,176,19,426040,0.000103799,6,176,0,0,0,0,426040
186,6,183,25,450602,0.000334541,6,183,0,0,0,0,450602
187,6,197,26,458689,2.36626E-05,6,197,0,0,0,0,458689
188,6,203,31,516863,1.43215E-05,6,203,0,0,0,0,516863
189,6,209,24,513493,6.68656E-05,6,209,0,0,0,0,513493
190,6,217,33,618084,2.30452E-06,6,217,0,0,0,0,618084
191,6,223,34,646559,8.13698E-07,6,223,0,0,0,0,646559
192,6,232,37,688231,5.27076E-07,6,232,0,0,0,0,688231
193,6,238,37,684319,6.73272E-08,6,238,0,0,0,0,684319
194,6,240,29,667361,1.71973E-06,6,240,0,0,0,0,667361
195,6,241,39,707577,7.50218E-07,6,241,0,0,0,0,707577
196,6,242,40,731684,4.0204E-07,6,242,0,0,0,0,731684
197,6,248,42,758846,2.88545E-07,6,248,0,0,0,0,758846
198,6,250,31,729350,2.48149E-07,6,250,0,0,0,0,729350
199,6,256,44,770244,1.6928E-07,6,256,0,0,0,0,770244
200,6,257,46,784309,1.80822E-07,6,257,0,0,0,0,784309
201,6,266,49,807729,1.2696E-07,6,266,0,0,0,0,807729
202,6,270,50,805811,1.59662E-07,6,270,0,0,0,0,805811
203,6,273,51,842498,4.232E-08,6,273,0,0,0,0,842498
204,6,276,6,233085,0.007461748,6,276,0,0,0,0,233085
205,6,277,7,137737,0.046559287,6,277,0,0,0,0,137737
206,6,282,3,37128,0.099874891,6,282,0,0,0,0,37128
207,6,285,2,58718,0.159814768,6,285,0,0,0,0,58718
208,6,292,3,41935,1.087841051,6,292,0,0,0,0,41935
209,6,294,7,272850,0.007344881,6,294,0,0,0,0,272850
210,6,295,13,332736,0.000382228,6,295,0,0,0,0,332736
211,6,296,52,984151,0,6,296,0,0,0,0,984151
212,6,297,4,147737,0.034886434,6,297,0,0,0,0,147737
213,6,298,5,121899,0.014764196,6,298,0,0,0,0,121899
214,6,299,19,399463,7.51199E-05,6,299,0,0,0,0,399463
215,6,300,25,511173,9.77592E-06,6,300,0,0,0,0,511173
216,6,301,28,564596,1.17573E-05,6,301,0,0,0,0,564596
217,7,9,5,253708,2.93316E-05,7,9,0,0,0,0,253708
218,7,10,3,130602,0.001448717,7,10,0,0,0,0,130602
219,7,11,4,200848,0.000100291,7,11,0,0,0,0,200848
220,7,13,5,123543,0.002233358,7,13,0,0,0,0,123543
221,7,14,4,67110,0.019017062,7,14,0,0,0,0,67110
222,7,19,10,173736,0.001367145,7,19,0,0,0,0,173736
223,7,27,25,427715,2.94124E-06,7,27,0,0,0,0,427715
224,7,37,13,230070,0.001426203,7,37,0,0,0,0,230070
225,7,46,2,45533,0.011784742,7,46,0,0,0,0,45533
226,7,50,21,453018,7.67531E-06,7,50,0,0,0,0,453018
227,7,53,21,433229,2.22949E-06,7,53,0,0,0,0,433229
228,7,54,19,376841,1.65567E-05,7,54,0,0,0,0,376841
229,7,55,6,106610,0.001715748,7,55,0,0,0,0,106610
230,7,59,23,292101,0.000335592,7,59,0,0,0,0,292101
231,7,63,16,357038,6.5846E-06,7,63,0,0,0,0,357038
232,7,64,28,500192,5.73243E-07,7,64,0,0,0,0,500192
233,7,69,14,412438,1.85669E-05,7,69,0,0,0,0,412438
234,7,71,2,39325,0.034592756,7,71,0,0,0,0,39325
235,7,79,18,366347,9.70667E-05,7,79,0,0,0,0,366347
236,7,82,9,167039,0.029086188,7,82,0,0,0,0,167039
237,7,88,13,284225,0.000834719,7,88,0,0,0,0,284225
238,7,93,19,313235,0.000601246,7,93,0,0,0,0,313235
239,7,98,12,274860,0.000955962,7,98,0,0,0,0,274860
240,7,101,16,327538,0.000254099,7,101,0,0,0,0,327538
241,7,107,15,301535,0.001156682,7,107,0,0,0,0,301535
242,7,109,13,296718,0.000498616,7,109,0,0,0,0,296718
243,7,110,9,131462,0.00170317,7,110,0,0,0,0,131462
244,7,117,9,215785,0.001130734,7,117,0,0,0,0,215785
245,7,118,6,100967,0.030350061,7,118,0,0,0,0,100967
246,7,124,11,221322,0.001317973,7,124,0,0,0,0,221322
247,7,145,16,274591,0.000442469,7,145,0,0,0,0,274591
248,7,147,4,73595,0.00805839,7,147,0,0,0,0,73595
249,7,149,25,373464,8.50843E-05,7,149,0,0,0,0,373464
250,7,153,26,427798,1.0732E-05,7,153,0,0,0,0,427798
251,7,158,8,128247,0.002528377,7,158,0,0,0,0,128247
252,7,161,8,154043,0.011332484,7,161,0,0,0,0,154043
253,7,162,10,195219,0.000950157,7,162,0,0,0,0,195219
254,7,169,22,312934,0.000437773,7,169,0,0,0,0,312934
255,7,176,12,249124,0.000642989,7,176,0,0,0,0,249124
256,7,183,18,273686,0.002065283,7,183,0,0,0,0,273686
257,7,197,19,281773,0.00014591,7,197,0,0,0,0,281773
258,7,203,24,339947,8.76909E-05,7,203,0,0,0,0,339947
259,7,209,17,336577,0.000409498,7,209,0,0,0,0,336577
260,7,217,26,441168,1.39944E-05,7,217,0,0,0,0,441168
261,7,223,27,469643,4.93605E-06,7,223,0,0,0,0,469643
262,7,232,30,511315,3.19324E-06,7,232,0,0,0,0,511315
263,7,238,30,507403,4.03963E-07,7,238,0,0,0,0,507403
264,7,240,22,490445,1.04069E-05,7,240,0,0,0,0,490445
265,7,241,32,530661,4.53016E-06,7,241,0,0,0,0,530661
266,7,242,33,554768,2.43148E-06,7,242,0,0,0,0,554768
267,7,248,35,581930,1.73704E-06,7,248,0,0,0,0,581930
268,7,250,24,552434,1.50044E-06,7,250,0,0,0,0,552434
269,7,256,37,593328,1.01568E-06,7,256,0,0,0,0,593328
270,7,257,39,607393,1.09455E-06,7,257,0,0,0,0,607393
271,7,266,42,630813,7.67531E-07,7,266,0,0,0,0,630813
272,7,270,43,628895,9.59894E-07,7,270,0,0,0,0,628895
273,7,273,44,665582,2.5392E-07,7,273,0,0,0,0,665582
274,7,276,13,412589,1.5493E-05,7,276,0,0,0,0,412589
275,7,277,14,317241,9.46948E-05,7,277,0,0,0,0,317241
276,7,282,10,216632,0.000183038,7,282,0,0,0,0,216632
277,7,285,9,238222,0.00030113,7,285,0,0,0,0,238222
278,7,292,5,129863,0.015704394,7,292,0,0,0,0,129863
279,7,294,14,452354,1.53737E-05,7,294,0,0,0,0,452354
280,7,295,9,199811,0.000995416,7,295,0,0,0,0,199811
281,7,296,45,807235,0,7,296,0,0,0,0,807235
282,7,297,11,327241,7.05378E-05,7,297,0,0,0,0,327241
283,7,298,3,89676,0.00409306,7,298,0,0,0,0,89676
284,7,299,15,266538,0.000193512,7,299,0,0,0,0,266538
285,7,300,25,345981,4.47149E-05,7,300,0,0,0,0,345981
286,7,301,21,387680,7.16573E-05,7,301,0,0,0,0,387680
287,9,10,2,123106,0.002846271,9,10,0,0,0,0,123106
288,9,11,1,52860,0.010073926,9,11,0,0,0,0,52860
289,9,13,16,392921,6.74427E-06,9,13,0,0,0,0,392921
290,9,14,16,345632,4.75003E-05,9,14,0,0,0,0,345632
291,9,19,22,466311,2.57767E-06,9,19,0,0,0,0,466311
292,9,27,39,741084,3.84727E-09,9,27,0,0,0,0,741084
293,9,37,27,543439,1.88132E-06,9,37,0,0,0,0,543439
294,9,46,3,208175,0.000263992,9,46,0,0,0,0,208175
295,9,50,35,766387,9.61818E-09,9,50,0,0,0,0,766387
296,9,53,35,746598,3.84727E-09,9,53,0,0,0,0,746598
297,9,54,33,690210,2.30836E-08,9,54,0,0,0,0,690210
298,9,55,18,388439,4.12235E-06,9,55,0,0,0,0,388439
299,9,59,37,605470,4.48207E-07,9,59,0,0,0,0,605470
300,9,63,30,670407,9.61818E-09,9,63,0,0,0,0,670407
301,9,64,42,813561,0,9,64,0,0,0,0,813561
302,9,69,3,160071,0.007122192,9,69,0,0,0,0,160071
303,9,71,13,308703,9.52584E-05,9,71,0,0,0,0,308703
304,9,79,32,679716,1.30807E-07,9,79,0,0,0,0,679716
305,9,82,20,436417,8.97338E-05,9,82,0,0,0,0,436417
306,9,88,27,597594,1.11571E-06,9,88,0,0,0,0,597594
307,9,93,30,582613,1.92748E-06,9,93,0,0,0,0,582613
308,9,98,13,466427,7.63106E-06,9,98,0,0,0,0,466427
309,9,101,12,491335,3.17785E-06,9,101,0,0,0,0,491335
310,9,107,29,614904,1.54853E-06,9,107,0,0,0,0,614904
311,9,109,27,610087,6.67502E-07,9,109,0,0,0,0,610087
312,9,110,19,404731,4.72637E-06,9,110,0,0,0,0,404731
313,9,117,23,529154,1.48505E-06,9,117,0,0,0,0,529154
314,9,118,20,414336,3.78283E-05,9,118,0,0,0,0,414336
315,9,124,22,490700,4.14159E-06,9,124,0,0,0,0,490700
316,9,145,30,587960,5.88632E-07,9,145,0,0,0,0,587960
317,9,147,7,314516,2.62192E-05,9,147,0,0,0,0,314516
318,9,149,39,686833,1.15418E-07,9,149,0,0,0,0,686833
319,9,153,40,741167,1.53891E-08,9,153,0,0,0,0,741167
320,9,158,9,357531,1.08724E-05,9,158,0,0,0,0,357531
321,9,161,22,467412,1.45388E-05,9,161,0,0,0,0,467412
322,9,162,24,508588,1.23882E-06,9,162,0,0,0,0,508588
323,9,169,36,626303,5.86709E-07,9,169,0,0,0,0,626303
324,9,176,11,437011,5.32847E-06,9,176,0,0,0,0,437011
325,9,183,32,587055,2.74888E-06,9,183,0,0,0,0,587055
326,9,197,33,595142,1.94287E-07,9,197,0,0,0,0,595142
327,9,203,38,653316,1.17342E-07,9,203,0,0,0,0,653316
328,9,209,15,534855,2.82197E-06,9,209,0,0,0,0,534855
329,9,217,40,754537,1.92364E-08,9,217,0,0,0,0,754537
330,9,223,41,783012,7.69454E-09,9,223,0,0,0,0,783012
331,9,232,44,824684,3.84727E-09,9,232,0,0,0,0,824684
332,9,238,44,820772,0,9,238,0,0,0,0,820772
333,9,240,36,803814,1.34654E-08,9,240,0,0,0,0,803814
334,9,241,46,844030,5.77091E-09,9,241,0,0,0,0,844030
335,9,242,47,868137,3.84727E-09,9,242,0,0,0,0,868137
336,9,248,49,895299,1.92364E-09,9,248,0,0,0,0,895299
337,9,250,38,865803,1.92364E-09,9,250,0,0,0,0,865803
338,9,256,51,906697,1.92364E-09,9,256,0,0,0,0,906697
339,9,257,53,920762,1.92364E-09,9,257,0,0,0,0,920762
340,9,266,56,944182,1.92364E-09,9,266,0,0,0,0,944182
341,9,270,57,942264,1.92364E-09,9,270,0,0,0,0,942264
342,9,273,58,978951,0,9,273,0,0,0,0,978951
343,9,276,8,288954,0.000393537,9,276,0,0,0,0,288954
344,9,277,2,59299,0.107147141,9,277,0,0,0,0,59299
345,9,282,4,99325,0.005084013,9,282,0,0,0,0,99325
346,9,285,4,114587,0.007915718,9,285,0,0,0,0,114587
347,9,292,10,178388,0.007810805,9,292,0,0,0,0,178388
348,9,294,5,224861,0.001937936,9,294,0,0,0,0,224861
349,9,295,20,469189,3.1086E-06,9,295,0,0,0,0,469189
350,9,296,59,1120604,0,9,296,0,0,0,0,1120604
351,9,297,6,203606,0.001812076,9,297,0,0,0,0,203606
352,9,298,12,258352,0.000114091,9,298,0,0,0,0,258352
353,9,299,26,535916,6.15563E-07,9,299,0,0,0,0,535916
354,9,300,32,647626,8.07927E-08,9,300,0,0,0,0,647626
355,9,301,35,701049,9.81054E-08,9,301,0,0,0,0,701049
356,10,11,1,70246,0.010086535,10,11,0,0,0,0,70246
357,10,13,10,256857,0.000311477,10,13,0,0,0,0,256857
358,10,14,10,209568,0.002211329,10,14,0,0,0,0,209568
359,10,19,16,330247,0.00011773,10,19,0,0,0,0,330247
360,10,27,33,605020,1.80822E-07,10,27,0,0,0,0,605020
361,10,37,21,407375,8.55498E-05,10,37,0,0,0,0,407375
362,10,46,1,85069,0.013398747,10,46,0,0,0,0,85069
363,10,50,29,630323,4.71291E-07,10,50,0,0,0,0,630323
364,10,53,29,610534,1.36578E-07,10,53,0,0,0,0,610534
365,10,54,27,554146,1.01376E-06,10,54,0,0,0,0,554146
366,10,55,12,252375,0.000190415,10,55,0,0,0,0,252375
367,10,59,31,469406,2.03136E-05,10,59,0,0,0,0,469406
368,10,63,24,534343,4.0204E-07,10,63,0,0,0,0,534343
369,10,64,36,677497,3.46254E-08,10,64,0,0,0,0,677497
370,10,69,12,315423,0.000509623,10,69,0,0,0,0,315423
371,10,71,7,172639,0.004474623,10,71,0,0,0,0,172639
372,10,79,16,450586,2.34626E-05,10,79,0,0,0,0,450586
373,10,82,14,300353,0.004120862,10,82,0,0,0,0,300353
374,10,88,21,461530,5.05608E-05,10,88,0,0,0,0,461530
375,10,93,24,446549,8.74292E-05,10,93,0,0,0,0,446549
376,10,98,11,343321,0.000361697,10,98,0,0,0,0,343321
377,10,101,10,368229,0.000150215,10,101,0,0,0,0,368229
378,10,107,13,393003,0.000256613,10,107,0,0,0,0,393003
379,10,109,21,474023,3.01915E-05,10,109,0,0,0,0,474023
380,10,110,13,268667,0.000217565,10,110,0,0,0,0,268667
381,10,117,8,300752,0.000306379,10,117,0,0,0,0,300752
382,10,118,14,278272,0.001741094,10,118,0,0,0,0,278272
383,10,124,16,354636,0.000189163,10,124,0,0,0,0,354636
384,10,145,24,451896,2.67135E-05,10,145,0,0,0,0,451896
385,10,147,5,191410,0.001270575,10,147,0,0,0,0,191410
386,10,149,33,550769,5.19766E-06,10,149,0,0,0,0,550769
387,10,153,34,605103,6.57883E-07,10,153,0,0,0,0,605103
388,10,158,7,234425,0.000522327,10,158,0,0,0,0,234425
389,10,161,16,331348,0.000665368,10,161,0,0,0,0,331348
390,10,162,18,372524,5.64568E-05,10,162,0,0,0,0,372524
391,10,169,30,490239,2.65731E-05,10,169,0,0,0,0,490239
392,10,176,9,313905,0.000253147,10,176,0,0,0,0,313905
393,10,183,26,450991,0.000124652,10,183,0,0,0,0,450991
394,10,197,27,459078,8.81795E-06,10,197,0,0,0,0,459078
395,10,203,32,517252,5.33809E-06,10,203,0,0,0,0,517252
396,10,209,13,411749,0.000133108,10,209,0,0,0,0,411749
397,10,217,34,618473,8.59865E-07,10,217,0,0,0,0,618473
398,10,223,35,646948,3.03934E-07,10,223,0,0,0,0,646948
399,10,232,38,688620,1.96211E-07,10,232,0,0,0,0,688620
400,10,238,38,684708,2.50073E-08,10,238,0,0,0,0,684708
401,10,240,30,667750,6.40571E-07,10,240,0,0,0,0,667750
402,10,241,40,707966,2.78927E-07,10,241,0,0,0,0,707966
403,10,242,41,732073,1.50044E-07,10,242,0,0,0,0,732073
404,10,248,43,759235,1.07724E-07,10,248,0,0,0,0,759235
405,10,250,32,729739,9.23345E-08,10,250,0,0,0,0,729739
406,10,256,45,770633,6.348E-08,10,256,0,0,0,0,770633
407,10,257,47,784698,6.73272E-08,10,257,0,0,0,0,784698
408,10,266,50,808118,4.80909E-08,10,266,0,0,0,0,808118
409,10,270,51,806200,5.96327E-08,10,270,0,0,0,0,806200
410,10,273,52,842887,1.53891E-08,10,273,0,0,0,0,842887
411,10,276,11,315574,0.000425481,10,276,0,0,0,0,315574
412,10,277,4,182405,0.006077863,10,277,0,0,0,0,182405
413,10,282,8,119617,0.005180712,10,282,0,0,0,0,119617
414,10,285,7,141207,0.008483371,10,285,0,0,0,0,141207
415,10,292,2,40554,0.507312641,10,292,0,0,0,0,40554
416,10,294,12,355339,0.000421003,10,294,0,0,0,0,355339
417,10,295,14,333125,0.000142253,10,295,0,0,0,0,333125
418,10,296,53,984540,0,10,296,0,0,0,0,984540
419,10,297,9,230226,0.001953941,10,297,0,0,0,0,230226
420,10,298,6,122288,0.005452862,10,298,0,0,0,0,122288
421,10,299,20,399852,2.79774E-05,10,299,0,0,0,0,399852
